Date,Open,High,Low,Close,ema3,ema21
2020-12-01,1928.3223688174114,1954.0618472924077,1918.086287999943,1942.7822265625,,
2020-12-02,1946.3598911612714,1949.838195791889,1923.0055600699823,1946.0120849609375,,
2020-12-03,1959.7761600765914,1968.8197276276053,1946.5089370081712,1951.87548828125,1948.1363220214844,
2020-12-04,1956.7948188512305,1956.7948188512305,1927.9745802800342,1934.6827392578125,1941.4095306396484,
2020-12-07,1928.5708879682038,1952.819665327106,1928.5708879682038,1946.061767578125,1943.7356491088867,
2020-12-08,1948.993459050394,2001.7642842317302,1937.9125502057211,1981.391357421875,1962.5635032653809,
2020-12-09,1997.4908759339817,2021.1931340079786,1986.8572505413204,2014.385498046875,1988.474500656128,
2020-12-10,2009.068678782474,2015.9259319980165,1988.5963963165052,1994.5592041015625,1991.5168523788452,
2020-12-11,2000.5221425731067,2025.3671766338755,1962.012339778915,1993.3668212890625,1992.4418368339539,
2020-12-14,1995.503237276494,2002.5095848457004,1974.037153830701,1978.95654296875,1985.699189901352,
2020-12-15,1977.3665209762855,1977.3665209762855,1948.943826292565,1962.1116943359375,1973.9054421186447,
2020-12-16,1975.6770725704916,1982.5839433882772,1953.5152540660001,1964.298095703125,1969.1017689108849,
2020-12-17,1972.1987129315778,1992.5716399233124,1964.8942975167809,1973.2918701171875,1971.1968195140362,
2020-12-18,1967.8259801609918,1992.4723015563568,1952.8196044101855,1979.205078125,1975.200948819518,
2020-12-21,1997.5406736378338,2009.4662895998508,1843.7499177943241,1927.6763916015625,1951.4386702105403,
2020-12-22,1936.9188737587335,1946.7575316028945,1876.7441521670412,1924.695068359375,1938.0668692849576,
2020-12-23,1918.0365352490476,1939.3535249003244,1908.7445172296098,1931.8006591796875,1934.9337642323226,
2020-12-24,1934.931183600567,1986.4101408628017,1933.8380264036334,1981.7889404296875,1958.361352331005,
2020-12-28,1994.2610295333689,2005.4910328014678,1982.931791711167,1990.8822021484375,1974.6217772397213,
2020-12-29,1996.5468418628077,1999.8264347278082,1970.2608456061464,1977.71435546875,1976.1680663542356,
2020-12-30,1982.882042839186,1994.7579198428277,1963.3042057643736,1983.1304931640625,1979.649279759149,1964.2889049218313
2020-12-31,1981.1428965692544,1999.4288647983092,1966.3352328990118,1972.9937744140625,1976.3215270866058,1965.0802566938523
2021-01-01,1975.6769543533803,1984.6211659173543,1969.7141466440642,1975.1800537109375,1975.7507903987716,1965.9984200590418
2021-01-04,1982.7329328335293,1986.5094262674918,1955.8009420908386,1978.50927734375,1977.1300338712608,1967.135770721288
2021-01-05,1956.7947677711772,1971.3042425482975,1943.8753508178886,1953.9127197265625,1965.5213767989117,1965.933675176313
2021-01-06,1953.7140171330684,1953.8133730012162,1893.3405876265456,1902.3841552734375,1933.9527660361746,1960.1564460942334
2021-01-07,1908.5954851198646,1932.943618098483,1893.3406587204788,1899.303466796875,1916.6281164165248,1954.624357067201
2021-01-08,1906.1108692893763,1926.3844398156605,1900.2474174308168,1921.7135009765625,1919.1708086965436,1951.632461058961
2021-01-11,1926.7821189203132,1926.7821189203132,1880.7690675790518,1885.4896240234375,1902.3302163599906,1945.6194758739134
2021-01-12,1891.2039347925424,1947.850610716439,1888.123174926076,1944.9189453125,1923.6245808362453,1945.5557912774211
2021-01-13,1951.3786878866463,1962.7079262174234,1906.5581499836085,1926.7821044921875,1925.2033426642165,1943.8490924787634
2021-01-14,1932.943622641721,1954.7078964344512,1927.0305531441861,1948.4468994140625,1936.8251210391395,1944.2670749274268
2021-01-15,1948.4468323029978,1961.565082438251,1908.1482618015034,1925.4403076171875,1931.1327143281635,1942.555550626496
2021-01-18,1937.0181475307138,1984.621255487919,1911.4277632899457,1971.652099609375,1951.3924069687691,1945.2006914431213
2021-01-19,1982.285822319785,2018.4104759501085,1982.285822319785,2003.9010009765625,1977.6467039726658,1950.5370832188885
2021-01-20,2008.8699901766697,2045.2430938215562,1988.9939639976458,2041.9635009765625,2009.8051024746142,1958.8485757423132
2021-01-21,2069.0944280254935,2106.858879641713,2062.1378185172425,2086.386474609375,2048.095788541995,1970.442930184773
2021-01-22,2097.914567104244,2102.2376998571444,2022.5347619425957,2036.895263671875,2042.495526106935,1976.4840514108732
2021-01-25,2022.3359703264518,2022.3359703264518,1920.0241718085874,1928.9683837890625,1985.7319549479987,1972.1644452634357
2021-01-27,1913.0675802507626,1913.0675802507626,1876.2969306563325,1883.2535400390625,1934.4927474935307,1964.0816356975836
2021-01-28,1868.4956293412902,1911.378181784823,1858.4085213929266,1864.91796875,1899.7053581217654,1955.0667568841668
2021-01-29,1882.5579463711686,1901.24133896835,1818.656471022358,1830.5323486328125,1865.1188533772888,1943.7454470431344
2021-02-01,1847.874145125279,1893.1914597414013,1836.5447861428397,1883.5516357421875,1874.3352445597382,1938.273282379412
2021-02-02,1902.3842168851797,1927.9746014142609,1843.451748842267,1913.8626708984375,1894.098957729088,1936.0541358811415
2021-02-03,1916.3472082575872,1939.900251930259,1888.2225812845759,1918.6826171875,1906.390787458294,1934.4749069089924
2021-02-04,1912.0736372663916,1927.974457534719,1893.1914131977526,1912.371826171875,1909.3813068150844,1932.4655359328908
2021-02-05,1918.0863143160716,1932.5957895380943,1908.0985623781676,1911.8253173828125,1910.6033120989484,1930.5891524283381
2021-02-08,1921.067668593115,1956.7947771207282,1917.0924633577251,1939.353515625,1924.9784138619743,1931.3859127189437
2021-02-09,1949.788511177793,1977.2671427831117,1940.1984251959398,1944.0245361328125,1934.5014749973934,1932.5348784838409
2021-02-10,1941.6393458891246,1972.4471870778964,1915.3533492712572,1962.06201171875,1948.2817433580717,1935.219163323378
2021-02-11,1967.7266833940075,2051.4047089805586,1960.0247228908238,2042.9573974609375,1995.6195704095046,1945.0135482449743
2021-02-12,2042.7585644289518,2065.1190935944355,2002.907156712306,2028.9447021484375,2012.282136278971,1952.6436531452891
2021-02-15,2035.3549140778518,2048.5227820344785,2012.4477443146407,2020.0006103515625,2016.1413733152667,1958.767012891314
2021-02-16,2027.106309994936,2066.5104365946167,2022.3857535676896,2046.73388671875,2031.4376300170084,1966.7640014210808
2021-02-17,2047.230788450288,2082.9578985873495,2037.8891527772048,2070.336669921875,2050.8871499694415,1976.1796985575165
2021-02-18,2072.0756227876714,2095.33047517237,2046.3362672581434,2054.8828125,2052.8849812347207,1983.3345270977422
2021-02-19,2044.2494089539036,2091.902135906978,2040.5723924267943,2067.405029296875,2060.145005265798,1990.977300024936
2021-02-22,2067.106680676496,2076.945216384578,1982.5838325397274,1995.65234375,2027.898674507899,1991.4023039999418
2021-02-23,2035.3050974227835,2040.1746268256684,2001.1183078517827,2010.9072265625,2019.4029505351996,1993.1754787783561
2021-02-24,2017.4165266500638,2052.44802052416,2013.590416120867,2048.224365234375,2033.8136578847873,1998.1799230016304
2021-02-25,2063.1316834823706,2138.660589043382,2060.1502793154887,2131.05810546875,2082.4358816767685,2010.2597577713686
2021-02-26,2103.877402385012,2120.6725477055265,2057.864352569795,2072.870849609375,2077.653365643072,2015.9516752111874
2021-03-01,2097.119675219375,2098.9085662729076,2049.7153967508866,2088.67236328125,2083.162864462161,2022.5626468539203
2021-03-02,2108.8463775837636,2116.796788055333,2076.1504115703437,2092.945556640625,2088.054210551393,2028.9610931981663
2021-03-03,2107.9023068621673,2206.1394203021327,2094.1380617346153,2188.449951171875,2138.252080861634,2043.460080286685
2021-03-04,2166.4869715747323,2176.375246612197,2144.3251526519743,2162.36279296875,2150.307436915192,2054.2694178032366
2021-03-05,2142.6355834380606,2198.2387171451483,2139.7039181550067,2165.19482421875,2157.751130566971,2064.353545659192
2021-03-08,2155.0580605846676,2218.0649642444228,2154.561159948148,2177.51806640625,2167.6345984866102,2074.64122936347
2021-03-09,2186.3629794548824,2200.077486669647,2133.2940841863,2177.468505859375,2172.5515521729926,2083.9891635903705
2021-03-10,2193.3195770026787,2201.36946497961,2156.7973774309303,2168.4248046875,2170.488178430246,2091.665130962837
2021-03-12,2181.39395370511,2192.723191994625,2110.7345809783737,2124.349853515625,2147.4190159729355,2094.636469376727
2021-03-15,2126.7844475868615,2135.579443213604,2067.60353367784,2095.827392578125,2121.62320427553,2094.744735122308
2021-03-16,2100.895941891605,2112.8215574557958,2082.510617896811,2087.5791015625,2104.601152919015,2094.0933138895984
2021-03-17,2085.044761937144,2089.9640296011958,2022.4849004359871,2042.6094970703125,2073.6053249946635,2089.4129669060267
2021-03-18,2060.0506926937724,2071.8770741705507,1988.5964736741344,1996.646240234375,2035.1257826145193,2080.9796281176946
2021-03-19,1978.658322967324,2082.858482882681,1970.5092011018514,2069.09423828125,2052.1100104478846,2079.899138132563
2021-03-22,2058.1625109646657,2061.143914891703,2020.5967729585427,2049.61572265625,2050.8628665520673,2077.1461003619893
2021-03-23,2049.1686299047924,2096.6226440152436,2043.2555604416166,2074.560302734375,2062.711584643221,2076.9110278503877
2021-03-24,2066.8583014756837,2066.8583014756837,2027.7522436789964,2034.6094970703125,2048.6605408567666,2073.065434143108
2021-03-25,2041.267911931611,2041.267911931611,1972.6956208297215,1979.1055908203125,2013.8830658385396,2064.5236302046724
2021-03-26,1999.528194713728,2001.2176083806269,1961.465556795861,1982.2857666015625,1998.084416220051,2057.047460786208
2021-03-30,1995.5530526720781,2036.199429652188,1979.2050694662307,2016.7210693359375,2007.4027427779943,2053.3814251998197
2021-03-31,2005.4910131665429,2037.1931774238674,1986.6087885628936,1990.683349609375,1999.0430461936846,2047.6816001461427
2021-04-01,2005.4910279209769,2017.416643547861,1990.7331028454353,2009.317138671875,2004.18009243278,2044.1939218303003
2021-04-05,2012.3978603419448,2012.4475989315692,1949.9374739415362,1980.2484130859375,1992.2142527593587,2038.380693762631
2021-04-06,1991.577837401093,1992.521900125903,1956.7947913386986,1972.0,1982.1071263796794,2032.3460852387552
2021-04-07,1987.6026270426291,2034.2119329095062,1980.944206767491,1990.4349365234375,1986.2710314515584,2028.53598081009
2021-04-08,1998.5344352603663,2009.4662496750177,1980.6460116727549,1992.91943359375,1989.5952325226542,2025.298112881332
2021-04-09,1986.0621602915446,1993.9132148275605,1967.7265748243176,1969.763916015625,1979.6795742691397,2020.249549529904
2021-04-12,1946.8568369434079,1949.2419844366946,1888.471007862027,1899.303466796875,1939.4915205330074,2009.2544510996288
2021-04-13,1912.0737406278274,1928.5708182852777,1905.9618382440701,1919.825439453125,1929.658479993066,2001.1245409499465
2021-04-15,1914.3595013242439,1948.8443580638666,1901.1418954493508,1932.2479248046875,1930.9532023988768,1994.8630303912864
2021-04-16,1924.5956411639027,1937.8132474453091,1914.5085333505808,1920.12353515625,1925.5383687775634,1988.068530824465
2021-04-19,1892.1976567275142,1904.520816989937,1878.2844386633412,1889.911865234375,1907.7251170059692,1979.1451975890022
2021-04-20,1898.6574969624482,1907.1048085165864,1878.7317311828185,1889.365478515625,1898.545297760797,1970.9834049459678
2021-04-22,1880.520572615667,1902.5829136857024,1865.0669133600363,1894.5828857421875,1896.5640917514922,1964.0379032001695
2021-04-23,1894.1852065022547,1907.0052670524306,1883.601198792913,1892.54541015625,1894.554750953871,1957.538585650722
2021-04-26,1908.0984401318135,1949.8380935096968,1899.6511293291467,1925.8377685546875,1910.1962597542793,1954.6566931874463
2021-04-27,1927.9745400856093,1984.8199264534005,1926.235387794295,1976.322998046875,1943.2596289005771,1956.6263572655762
2021-04-28,1985.4659515339442,1995.55305923854,1967.8757166189005,1984.91943359375,1964.0895312471634,1959.198455113592
2021-04-29,2010.3607662991942,2031.8268511016634,1994.857489570391,2011.503662109375,1987.7965966782692,1963.9534739313904
2021-04-30,1996.0499371317999,2023.379473238907,1975.2298481502041,1982.13671875,1984.9666577141347,1965.6064961876277
2021-05-03,1953.8134871849388,1966.73290495371,1931.0554116218361,1946.9066162109375,1965.936636962536,1963.9065070988377
2021-05-04,1937.912593171285,1955.6023053677397,1899.154341307859,1904.7196044921875,1935.3281207273617,1958.5258795891423
2021-05-05,1911.4277302423702,1926.483844390325,1896.2226429484415,1908.1978759765625,1921.762998351962,1953.950606533453
2021-05-06,1909.9369674544455,1923.0054785611408,1894.7814979205657,1919.0302734375,1920.396635894731,1950.7760307974572
2021-05-07,1925.7385649327491,1943.527633350965,1914.0613990764932,1919.7757568359375,1920.0861963653342,1947.9578240736826
2021-05-10,1926.9808377742418,1934.7325369106522,1909.0426746939497,1914.2601318359375,1917.1731641006359,1944.8943975066147
2021-05-11,1903.1295953964184,1926.5336658391525,1898.1605886199266,1921.1671142578125,1919.1701391792242,1942.7373717567234
2021-05-12,1918.1358994381442,1920.918591653751,1895.1791132571173,1901.291015625,1910.230577402112,1938.969521199294
2021-05-14,1916.098719453693,1929.962199602,1894.1853514116438,1925.2913818359375,1917.7609796190247,1937.7260539844433
2021-05-17,1925.2913169626422,1951.2791240410024,1918.4340636944867,1948.1983642578125,1932.9796719384185,1938.6780821911132
2021-05-18,1968.7203269257905,1990.1864102156119,1960.2730160833528,1975.627197265625,1954.3034346020218,1942.0370926524324
2021-05-19,1967.7265380565598,2003.9505462544205,1959.7761278017858,1984.6708984375,1969.4871665197609,1945.9128931783475
2021-05-20,1985.5156559888833,1998.435072982947,1968.7203896338733,1973.0931396484375,1971.290153084099,1948.3838246756284
2021-05-21,1979.6523100124416,1997.143189693598,1973.6895018497535,1990.136962890625,1980.713557987362,1952.1795645133554
2021-05-24,1995.5531107134964,1997.3420016688756,1969.7142756146166,1973.3416748046875,1977.0276163960248,1954.1033927216583
2021-05-25,1984.024972881147,1984.621229408427,1947.8505806912956,1950.9810791015625,1964.0043477487936,1953.8195460289223
2021-05-26,1962.7576470150848,1967.2297530462586,1953.1178225400113,1957.83837890625,1960.9213633275217,1954.1848944723158
2021-05-27,1958.0868550169214,1980.6460972123477,1950.0867055970546,1963.850830078125,1962.3860967028234,1955.0636158910258
2021-05-28,1977.6645201607728,2091.9516657982044,1977.6645201607728,2081.81494140625,2022.1005190545366,1966.586463665137
2021-05-31,2088.9702728875754,2178.114198423976,2072.125389859534,2146.908935546875,2084.504727300706,1982.9794156543858
2021-06-01,2152.57363965522,2188.3504868517057,2133.1945140904572,2155.45556640625,2119.980146853478,1998.6590657227368
2021-06-02,2143.629514813139,2195.8040857578258,2143.629514813139,2187.605224609375,2153.7926857314264,2015.8359892578858
2021-06-03,2207.2328677279593,2236.05310778384,2182.4873103860677,2195.953125,2174.8729053657135,2032.2102743253506
2021-06-04,2201.0710496792267,2202.7107246853507,2170.710373067606,2176.921630859375,2175.897268112544,2045.3658521920802
2021-06-07,2188.350560479995,2228.102614258015,2171.4559376243365,2213.593017578125,2194.7451428453346,2060.6592308635386
2021-06-08,2212.7981747494955,2213.344571388142,2184.52433234509,2200.87255859375,2197.8088507195425,2073.4058970208303
2021-06-09,2205.245079359734,2207.232681954921,2144.5734616162035,2161.517822265625,2179.6633364925838,2081.416072043084
2021-06-10,2179.8036983013153,2216.1769233315677,2164.0520930997395,2169.46826171875,2174.565799105667,2089.420816559054
2021-06-11,2176.3473945679975,2221.312113254162,2173.555994178819,2206.506591796875,2190.536195451271,2100.06497794431
2021-06-14,2208.3512252708233,2251.471401565615,2188.461157950506,2238.161376953125,2214.348786202198,2112.6191960360206
2021-06-15,2254.213074652778,2268.071253157722,2233.5752592718336,2243.24609375,2228.7974399760988,2124.494368555473
2021-06-16,2238.1615205773505,2240.3052130956266,2199.2289293529598,2204.961669921875,2216.879554948987,2131.8095777706003
2021-06-17,2193.396340970251,2228.291282758414,2173.3565770373584,2208.999267578125,2212.939411263556,2138.826822298557
2021-06-18,2218.819785894701,2228.291270040286,2177.793401932469,2218.96923828125,2215.954324772403,2146.112496478802
2021-06-21,2196.8857315477812,2240.753656298452,2193.545689913877,2230.534423828125,2223.244374300264,2153.787217146922
2021-06-22,2247.2342953656776,2254.2132838606017,2212.688399678922,2219.069091796875,2221.1567330485695,2159.7219330241905
2021-06-23,2243.2460998499523,2243.844396173024,2195.0910348916173,2198.730224609375,2209.9434788289723,2163.2681413501164
2021-06-24,2200.225846569306,2207.952583572885,2133.576411310802,2147.035888671875,2178.489683750424,2161.792482015731
2021-06-25,2147.03587270371,2147.03587270371,2074.8532920153993,2098.133056640625,2138.3113701955244,2156.0052615270847
2021-06-28,2115.6304654261294,2120.1169579305674,2074.753533719027,2079.738525390625,2109.0249477930747,2149.0719218783156
2021-06-29,2083.228051637881,2102.6695194564686,2077.844357912777,2081.533203125,2095.2790754590374,2142.9320383552867
2021-06-30,2089.957774363689,2116.278433228692,2084.773431666982,2104.314453125,2099.7967642920185,2139.421348788897
2021-07-01,2111.6424529945357,2116.776897006735,2088.711491512536,2091.652587890625,2095.7246760913217,2135.078734161781
2021-07-02,2090.7053369904256,2126.497476917709,2086.6674453833525,2122.6591796875,2109.191927889411,2133.949683755028
2021-07-05,2130.036879422537,2147.085646995847,2125.101786727456,2143.74560546875,2126.4687666790805,2134.840222092639
2021-07-06,2138.511538306003,2142.4496330630323,2113.8358294186432,2118.422119140625,2122.4454429098528,2133.3476672788197
2021-07-07,2121.3631297970037,2121.3631297970037,2091.702430414341,2103.71630859375,2113.0808757518016,2130.6539073983586
2021-07-08,2110.5956114699457,2110.5956114699457,2074.7535694160388,2086.31884765625,2099.699861704026,2126.623447421803
2021-07-09,2081.7325309257176,2085.421376096852,2059.898364674242,2064.98291015625,2082.341385930138,2121.0197622158435
2021-07-12,2073.5071983467647,2095.1919112036185,2068.2729573123515,2077.84423828125,2080.092812105694,2117.0947145854257
2021-07-13,2093.69636495914,2096.737258361232,2081.782284325809,2093.397216796875,2086.7450144512845,2114.9403966046484
2021-07-14,2094.0455488512293,2100.5260380243067,2075.002783302607,2079.738525390625,2083.2417699209545,2111.7402264942825
2021-07-15,2088.7115411265586,2088.7115411265586,2072.2610683682824,2076.099609375,2079.6706896479773,2108.5001703925295
2021-07-16,2081.4831716439044,2108.4021253665173,2081.3337192641147,2106.05908203125,2092.8648858396136,2108.2782532687766
2021-07-19,2093.6965551622666,2117.6245157926924,2085.9698178753583,2092.649658203125,2092.7572720213693,2106.8574718991717
2021-07-20,2093.197978476494,2101.672464219314,2077.7445044748815,2087.51513671875,2090.1362043700597,2105.0990777918605
2021-07-22,2112.639380101301,2117.524574367491,2091.8518683563498,2114.334228515625,2102.235216442842,2105.9386369485665
2021-07-23,2128.043097334293,2128.043097334293,2095.7404478863323,2099.37939453125,2100.807305487046,2105.342342183356
2021-07-26,2101.6723657300095,2114.6333433175287,2064.883226710088,2070.615966796875,2085.7116361419603,2102.185398966403
2021-07-27,2070.566154977179,2077.445346006512,2035.8705648380476,2048.83154296875,2067.271589555355,2097.335048421162
2021-07-28,2051.82253665989,2051.82253665989,2010.1978569195837,2031.2344970703125,2049.253043312834,2091.3259073892664
2021-07-29,2047.834540729065,2068.173209009022,2037.2663829219728,2047.0867919921875,2048.169917652511,2087.3041696258956
2021-07-30,2051.822486391017,2061.7425707218945,2025.0032079764198,2029.190673828125,2038.680295740318,2082.021124553371
2021-08-02,2048.1337316886647,2073.158243894232,2035.0231792207649,2066.279052734375,2052.4796742373464,2080.5900271152805
2021-08-03,2083.726400421731,2084.7233986994447,2058.00379617516,2081.483154296875,2066.9814142671107,2080.671220495425
2021-08-04,2088.1132706924345,2107.6545359384286,2080.7355801814097,2097.435302734375,2082.208358500743,2082.1952279716934
2021-08-05,2107.9536813979716,2148.3321149811977,2097.9337991976104,2127.84375,2105.0260542503715,2086.34509361063
2021-08-06,2123.55642899472,2140.505399684406,2072.5101659520456,2082.779296875,2093.9026755626855,2086.0209302710273
2021-08-09,2074.7535800985565,2083.5272143182556,2060.297103927759,2070.9150390625,2082.4088573125928,2084.6476674338883
2021-08-10,2075.7505819539274,2106.65753106083,2067.525345498058,2081.782470703125,2082.095664007859,2084.3871950038188
2021-08-11,2090.655567013917,2113.6364268458515,2077.146191170207,2110.944580078125,2096.5201220429917,2086.8015027378465
2021-08-12,2118.5217180853065,2119.817864635041,2098.681548081764,2104.1650390625,2100.342580552746,2088.3800060400877
2021-08-13,2110.9444737662852,2143.446471139065,2102.6194408959436,2139.209228515625,2119.7759045341854,2093.0008444469545
2021-08-16,2142.8984182181507,2196.387280267821,2121.7618592877975,2166.975830078125,2143.375867306155,2099.725843140697
2021-08-17,2162.339951846621,2178.6407286969347,2141.4029866603914,2157.753662109375,2150.564764707765,2105.001099410577
2021-08-18,2167.474218843232,2180.235845262227,2146.138553426562,2166.128173828125,2158.346469267945,2110.5581061758085
2021-08-20,2136.567272802899,2165.4802223648608,2130.5852832383553,2141.801513671875,2150.0739914699097,2113.398415948178
2021-08-23,2167.4743078514516,2167.4743078514516,2125.89952735297,2155.859375,2152.966683234955,2117.258503134707
2021-08-24,2158.551341675472,2185.420398717191,2149.129755882636,2177.145263671875,2165.055973453415,2122.7027540926315
2021-08-25,2178.839960119553,2213.336198229853,2173.5560639220794,2195.988525390625,2180.5222494220197,2129.3650969379037
2021-08-26,2201.37231892169,2238.1614600405505,2198.381323923155,2223.7548828125,2202.13856611726,2137.945986562867
2021-08-27,2230.2851480199884,2236.0178881188326,2209.3980827761898,2220.7138671875,2211.42621665238,2145.4703393469244
2021-08-30,2243.2460879428886,2269.018590360811,2230.0857595751795,2263.435302734375,2237.4307596933777,2156.194426927602
2021-08-31,2270.0652998926166,2276.894835514416,2235.5194066479253,2251.37158203125,2244.401170862314,2164.846895573388
2021-09-01,2266.177114426146,2286.017283045029,2256.20713152062,2260.294921875,2252.348046368657,2173.5239888735346
2021-09-02,2248.231301438561,2300.8728635196585,2248.231301438561,2287.512939453125,2269.930492910891,2183.886620744406
2021-09-03,2303.066195687016,2387.8110557014734,2295.5887080386815,2381.33056640625,2325.6305296585706,2201.836070350028
2021-09-06,2405.75681627996,2472.5557001136763,2404.759818013785,2418.319091796875,2371.974810727723,2221.5163450270143
2021-09-07,2422.705814185862,2450.6217659542585,2404.7598451918925,2433.572998046875,2402.773904387299,2240.7942225742745
2021-09-08,2444.6399202314333,2446.6339169037265,2399.4259483240667,2424.052001953125,2413.412953170212,2257.4540206996244
2021-09-09,2420.6119930828536,2430.5323205575173,2408.847608268214,2418.319091796875,2415.8660224835435,2272.078118072102
2021-09-13,2425.69689410059,2425.69689410059,2360.94190239093,2364.431396484375,2390.1487094839595,2280.473870655036
2021-09-14,2367.870963721802,2386.8139314315767,2358.897979017172,2361.340576171875,2375.7446428279172,2287.825389338385
2021-09-15,2361.3905006786927,2388.558704665813,2361.3905006786927,2371.1611328125,2373.4528878202086,2295.40136601785
2021-09-16,2374.401261220543,2429.4355166401615,2359.8948878166666,2420.9111328125,2397.1820103163545,2306.8113448173635
2021-09-17,2438.6577730735635,2448.478303414916,2368.469192094739,2383.374267578125,2390.2781389472398,2313.771610522887
2021-09-20,2364.979872749879,2411.091046229765,2362.8860788611864,2387.1630859375,2388.72061244237,2320.4435628333063
2021-09-21,2397.780837615465,2409.346114902211,2376.8438739606104,2397.481689453125,2393.1011509477476,2327.447028889653
2021-09-22,2400.7718841609235,2434.6698260469166,2391.0511508259697,2423.204345703125,2408.1527483254363,2336.1522395090597
2021-09-23,2440.0535966918683,2489.50481084224,2438.159397242571,2482.426025390625,2445.2893868580304,2349.449856407384
2021-09-24,2496.035069906067,2497.92926925775,2464.5797257761938,2475.24755859375,2460.26847272589,2360.8860111515987
2021-09-27,2479.534776729963,2522.305906516713,2467.8699452797396,2516.872314453125,2488.5703935895076,2375.06658417901
2021-09-28,2526.393736287121,2557.2008869316096,2505.257420639837,2540.401611328125,2514.486002458816,2390.097041192566
2021-09-29,2562.285587296363,2562.285587296363,2512.4855717423347,2520.26220703125,2517.374104745033,2401.9302380869917
2021-09-30,2517.420728554195,2526.992009677359,2492.844817616772,2511.68798828125,2514.5310465131415,2411.908215377379
2021-10-01,2494.4397991187157,2532.176281397291,2487.510709751066,2516.12451171875,2515.3277791159458,2421.3824241356856
2021-10-04,2545.336603568867,2567.1211133048664,2529.434529717355,2548.47705078125,2531.9024149485977,2432.936481103464
2021-10-05,2547.430457848563,2604.159563847986,2539.7037210109593,2601.367919921875,2566.6351674352363,2448.2484300869555
2021-10-06,2612.085713057,2612.085713057,2543.442524421358,2552.166259765625,2559.4007136004307,2457.695505512289
2021-10-07,2587.2107269457274,2590.949470770793,2559.992623217686,2564.678466796875,2562.039590198653,2467.421229265433
2021-10-08,2577.4898362784056,2676.3421196394006,2573.751092680671,2663.231689453125,2612.635639825889,2485.2221801915866
2021-10-11,2693.2911681701135,2711.8354343119818,2637.4096069797356,2644.6875,2628.6615699129443,2499.719027446897
2021-10-12,2637.0606253561605,2674.9465625068347,2633.3218815583964,2659.792236328125,2644.2269031205346,2514.2711373451903
2021-10-13,2670.9585210510654,2711.336953340191,2661.2876859497965,2686.860595703125,2665.5437494118296,2529.9610881050025
